Vivino Link,Name (on menu),Restaurant,Glass Price,Bottle Price,Winery,Year,Wine Style,Region,Grape Varieties,ABV,Dry/Sweet,Tannin,Soft/Acidic,Flavor Profile,Pairings,Rating,Category,Light/Bold,Profile Specifics,Fizziness,Country,Wine ID,Region Class
https://www.vivino.com/US/en/belle-glos-oeil-de-perdrix-pinot-noir-blanc-rose/w/1257594?srsltid=AfmBOopJI6gY9cr2_8X3JZBMdWIBpvw9WR7Zz-0eNsyscUV-WfjFWmJs,"Rose of Pinot Noir, Belle Glos ""Oeil de Perdrix""",The Republic,14,31.49,Belle Glos,,Californian Rosé,Yorkville Highlands,Pinot Noir,13.1,2.27,0.00,3.41,"['red_fruit', 'citrus_fruit', 'tree_fruit']","['Shellfish', 'Spicy food', 'Appetizers and snacks', 'Fruity desserts', 'Aperitif']",4,Rosé wine,3.02,"['strawberry', 'watermelon', 'raspberry', 'citrus', 'minerals']",0,United States,1257594,US Non-Texas
https://www.vivino.com/US/en/georges-duboeuf-pinot-noir-pays-d-oc/w/79380?srsltid=AfmBOooBkvZ6oGH4OGkLTAseZXu0hq7hkkw3VjTy03Vzy7CSTLF7ZpFY,"Pinot Noir, Georges Duboeuf",The Republic,14,20.64,Georges Duboeuf,,Languedoc-Roussillon Red,Pays d'Oc,Pinot Noir,13,1.41,3.12,3.88,"['red_fruit', 'oak', 'earth']","['Beef', 'Veal', 'Pasta']",4,Red wine,3.44,"['raspberry', 'cherry', 'strawberry', 'oak', 'earthy']",0,France,79380,Old World
https://www.vivino.com/US/en/chateau-de-saint-cosme-syrah-de-saint-cosme/w/3198781?srsltid=AfmBOooiviACYmQ1uvGssICf5Rg-IB8I_7jCnwGkPkeg0tQD9-OH1pLy,"Syrah, Saint Cosme",The Republic,14,36.2,Château de Saint Cosme,,Languedoc-Roussillon Red,Pays d'Oc,Shiraz/Syrah,13,1.41,3.73,4.04,"['red_fruit', 'earth', 'black_fruit']","['Beef', 'Veal', 'Pasta']",3.8,Red wine,4.03,"['cherry', 'earthy', 'plum', 'pepper', 'red fruit']",0,France,3198781,Old World
https://www.vivino.com/US/en/it-baracchi-o-lillo-rosso/w/1228192?srsltid=AfmBOoo2xzewN1G0Qe-jHNL_2QxGnrVhj9qLOr1bhMDQiHI0HxlO16EQ,"Super Tuscan, Baracchi ""O'Lillo""",The Republic,16,18.99,Baracchi,,Tuscan Red,Cortona,"['Shiraz/Syrah', 'Merlot', 'Sangiovese']",14.5,1.36,2.99,3.19,"['red_fruit', 'earth', 'oak']","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",3.8,Red wine,3.12,"['cherry', 'cranberry', 'leather', 'oak', 'pepper']",0,Italy,1228192,Old World
https://www.vivino.com/US/en/clos-de-los-siete-clos-de-los-siete-by-michel-rolland/w/1173185?srsltid=AfmBOoq8ArLctnzDFCwy7oKV-mH5euTt-m8xtNa-mTuzKyik3q8YJO_d,"Malbec Blend, Clos de los Siete",The Republic,15,22.41,Clos de los Siete,,Argentinian Malbec Red Blend,Uco Valley,Malbec,14.5,2.10,3.23,3.52,"['oak', 'black_fruit', 'earth']","['Beef', 'Lamb', 'Pork', 'Poultry', 'Mushrooms', 'Blue cheese']",4,Red wine,4.20,"['oak', 'vanilla', 'chocolate', 'blackberry', 'plum']",0,Argentina,1173185,New World
https://www.vivino.com/US/en/goldschmidt-vineyards-chelsea-goldschmidt-merlot/w/3732873?srsltid=AfmBOoo7EYyCz9Ti9E2Zm0tJHIGa6c4Vhq-MzmzxfWtIKHkXgwxmzAKV,"Merlot, Goldschmidt Vineyards ""Chelsea""",The Republic,15,24.99,Goldschmidt Vineyards,,Californian Merlot,Alexander Valley,Merlot,14.5,1.78,2.21,1.64,"['oak', 'black_fruit', 'red_fruit']","['Beef', 'Lamb', 'Veal']",4,Red wine,4.07,"['oak', 'chocolate', 'plum', 'cherry', 'leather']",0,United States,3732873,US Non-Texas
https://www.vivino.com/US/en/ramirez-reserva/w/1102482?srsltid=AfmBOopgVs__aTFhP1hRXQsyuDe2kwciWWBvXneCQTmikfnDs6ecqwEK,"Tempranillo, Ramirez de la Piscina ""Reserva""",The Republic,16,26.24,Ramirez de la Piscina,,Spanish Rioja Red,Rioja,Tempranillo,13,1.32,3.78,3.74,"['oak', 'spices', 'non_oak']","['Beef', 'Lamb', 'Veal', 'Poultry']",4,Red wine,3.92,"['oak', 'vanilla', 'tobacco', 'leather', 'cherry']",0,Spain,1102482,Old World
https://www.vivino.com/US/en/chateau-ste-michelle-indian-wells-cabernet-sauvignon/w/1142712?srsltid=AfmBOoprqL5RgPCIW7yCvTSfu4MRNUTZczJdpeEn0wAyPlaXCFZHp6M-,"Cabernet Sauvignon, Chateau Ste Michelle Indian Wells",The Republic,15,21.99,Chateau Ste. Michelle,,Washington State Cabernet Sauvignon,Columbia Valley,Cabernet Sauvignon,13.5,1.63,3.75,3.86,"['oak', 'black_fruit', 'red_fruit']","['Beef', 'Lamb', 'Poultry', 'Game (deer, venison)']",4.2,Red wine,4.01,"['oak', 'vanilla', 'blackberry', 'black cherry', 'cherry']",0,United States,1142712,US Non-Texas
https://www.vivino.com/US/en/casa-madero-three-v-cabernet-sauvignon-merlot-tempranillo/w/1163608?srsltid=AfmBOoo9TfQtv6ePnOziVyurjnWHNb8X9CN-1y7_jcQELGT14jgSBXqw,"Cabernet Sauvignon Blend, Casa Madero ""3V""",The Republic,18,34.95,Casa Madero,,Red Blend,Valle de Parras,"['Merlot', 'Tempranillo', 'Cabernet Sauvignon']",13.8,3.00,4.00,3.00,"['oak', 'black_fruit', 'red_fruit']","['Beef', 'Lamb', 'Game (deer, venison)']",4,Red wine,4.00,"['oak', 'chocolate', 'blackberry', 'plum', 'cherry']",0,Mexico,1163608,New World
https://www.vivino.com/US/en/post-beam-cabernet-sauvignon/w/8785581?srsltid=AfmBOop0ZK8F_ZVOoAyMPqD9YQbJD6T9ESdfO2SBJ0hyu-ePdzKVTy4P,"Cabernet Sauvignon, ""Post & Beam"" by Far Niente",The Republic,25,89.99,Post & Beam,,Napa Valley Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon,14.5,1.74,3.33,3.28,"['black_fruit', 'oak', 'red_fruit']","['Beef', 'Lamb', 'Poultry', 'Game (deer, venison)', 'Mature and hard cheese']",4.5,Red wine,4.50,"['plum', 'blackberry', 'dark fruit', 'oak', 'vanilla']",0,United States,8785581,US Non-Texas
https://www.vivino.com/US/en/ceretto-moscato-d-asti/w/6445149?srsltid=AfmBOoqhZ_YY8JBhlINy_FOb6hcq8F-4lNpcwyGh-ZmRBBhuI_klpcHm,"Moscato d'Asti, Ceretto",Primrose Path,16,14.99,Ceretto,,Italian Moscato d'Asti,Moscato d'Asti,Moscato,5.5,0.00,0.00,2.62,"['tree_fruit', 'floral', 'citrus_fruit']","['Fruity desserts', 'Aperitif', 'Sweet desserts']",4,Sparkling wine,2.41,"['peach', 'pear', 'apple', 'green apple', 'elderflower']",1.0595714,Italy,6445149,Old World
https://www.vivino.com/US/en/naonis-naonis-prosecco-brut/w/3257041?srsltid=AfmBOorXTjWUKeDUmp9YxX46vYYE20_j9UF0RCNHaPoyKmbein6JaogR,"Prosecco Brut, Naonis",Primrose Path,12,15.9,Naonis,,Italian Prosecco,Prosecco,Glera,11,0.00,0.00,3.85,"['tree_fruit', 'citrus_fruit', 'microbio']","['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",3.7,Sparkling wine,2.13,"['green apple', 'pear', 'apple', 'citrus', 'lemon']",3.8911786,Italy,3257041,Old World
https://www.vivino.com/US/en/segura-viudas-cava-brut-reserva/w/5055?srsltid=AfmBOoozu8eeVlbCbBYbP2HM4BYzu_GViU7OiYoSIv4RUYIchGbT_Otn,"Cava Brut, Segura Viudas",Primrose Path,12,15.74,Segura Viudas,,Spanish Cava,Cava,Macabeo,12,0.00,0.00,3.54,"['tree_fruit', 'citrus_fruit', 'microbio']","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Aperitif', 'Cured Meat']",4,Sparkling wine,2.96,"['apple', 'green apple', 'pear', 'citrus', 'lemon']",3.8902972,Spain,5055,Old World
https://www.vivino.com/US/en/tapiz-malbec-extra-brut-rose/w/3339520?srsltid=AfmBOooDHEEiVM6acXjvtjGgcAaox1tV9GTqaoZpD_kxmxqWA84y5cFP,"Malbec Rosé Extra Brut, Tapiz",Primrose Path,14,25,Tapiz,,Argentinian Mendoza Sparkling,Tupungato,Malbec,13,0.00,0.00,4.52,"['red_fruit', 'citrus_fruit', 'earth']","['Shellfish', 'Any junk food will do', 'Appetizers and snacks', 'Lean fish', 'Aperitif']",4.1,Sparkling wine,2.24,"['cherry', 'raspberry', 'strawberry', 'pomegranate', 'red fruit']",3.991307,Argentina,3339520,New World
https://www.vivino.com/US/en/santo-wines-santorini-assyrtiko/w/1122192?srsltid=AfmBOooVctXlNHOC6PmgJwcH8NfodmJ3RA_8Ezsqrg1LsMoZ4BJXRWUo,"Assyrtiko Santorini, Santo",Primrose Path,18,38.04,Santo Wines,,Santorini White,Santorini,Assyrtiko,12.8,1.26,0.00,4.07,"['citrus_fruit', 'earth', 'tree_fruit']","['Shellfish', 'Lean fish', 'Appetizers and snacks', 'Vegetarian']",4,White wine,3.07,"['citrus', 'lemon', 'minerals', 'honey', 'pear']",0,Greece,1122192,Old World
https://www.vivino.com/US/en/anko-torrontes/w/2373406?srsltid=AfmBOooIOIrvFl2hv-Gax0pt_mgjGu7JVNgLrLcVKmoI_kB28qPUcgt_,"Torrontés, Anko",Primrose Path,12,15.99,Anko,,Argentinian Torrontés,Salta,Torrontés,13,1.78,0.00,3.49,"['citrus_fruit', 'tree_fruit', 'earth']","['Vegetarian', 'Spicy food', 'Aperitif']",3.8,White wine,3.39,"['citrus', 'lemon', 'peach', 'honey', 'minerals']",0,Argentina,2373406,New World
https://www.vivino.com/US/en/ceretto-arneis-langhe-blange/w/7145?srsltid=AfmBOopYL7VybOOjix38ineQRlpy183EtUuDTsc8GzhA0EJqfY3741mw,"Arneis, Ceretto ""Blangé""",Primrose Path,14,28.21,Ceretto,,Northern Italy White,Langhe,Arneis,13,2.32,0.00,3.37,"['tree_fruit', 'citrus_fruit', 'earth']","['Shellfish', 'Pasta', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",4,White wine,3.50,"['pear', 'apple', 'peach', 'citrus', 'minerals']",0,Italy,7145,Old World
https://www.vivino.com/US/en/whitehaven-sauvignon-blanc/w/99603?srsltid=AfmBOopsHDJxiZhcdoI1p6zBVRcoRuYX1zf0kl8IU2YgWLgfA0_QfwUC,"Sauvignon Blanc, Whitehaven",Primrose Path,14,24.54,Whitehaven,,New Zealand Sauvignon Blanc,Marlborough,Sauvignon Blanc,13,1.36,0.00,4.43,"['citrus_fruit', 'tree_fruit', 'tropical_fruit']","['Shellfish', 'Vegetarian', ""Goat's Milk Cheese""]",4,White wine,2.54,"['grapefruit', 'citrus', 'pear', 'tropical', 'grass']",0,New Zealand,99603,New World
https://www.vivino.com/US/en/cantina-zaccagnini-pinot-grigio-tralcetto/w/1207816?srsltid=AfmBOopOqUB3dg_xlGV3Avz-0tfRn4ic61ljPXs3Zhw-_uaklPlRKV60,"Pinot Grigio, Cantina Zaccagnini",Primrose Path,14,20.83,Cantina Zaccagnini,,Central Italy White,Terre di Chieti,Pinot Grigio,12.5,2.07,0.00,3.59,"['tree_fruit', 'citrus_fruit', 'earth']","['Vegetarian', 'Pasta', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",4,White wine,2.97,"['pear', 'apple', 'green apple', 'citrus', 'lemon']",0,Italy,1207816,Old World
https://www.vivino.com/US/en/sister-s-run-sunday-slippers-chardonnay/w/1708549?srsltid=AfmBOoozmIVaXZ1fENenKeXGJbgdrTSDNQ-DZGUhsjuxGq5xKMsVSJxb,"Chardonnay, Sister's Run",Primrose Path,12,21.51,Sister's Run,,Australian Chardonnay,McLaren Vale,Chardonnay,12,1.52,0.00,3.48,"['tree_fruit', 'citrus_fruit', 'earth']","['Pork', 'Vegetarian', 'Poultry', 'Rich fish (salmon, tuna etc)']",4,White wine,3.29,"['apple', 'stone fruit', 'citrus', 'lemon', 'stone']",0,Australia,1708549,New World
https://www.vivino.com/US/en/lucien-albrecht-gewurztraminer-reserve/w/1636629?srsltid=AfmBOorsGtR8_3tT7dPhLtbIentb00lcb49Mp81r_MZpIv-xLMeFr9CC,"Gewürztraminer, Lucien Albrecht",Primrose Path,12,26.0,Lucien Albrecht,,Alsace Gewürztraminer,Alsace,Gewürztraminer,13.5,3.20,0.00,2.34,"['tropical_fruit', 'earth', 'tree_fruit']","['Pork', 'Poultry', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Mild and soft cheese']",4,White wine,3.97,"['lychee', 'tropical', 'pineapple', 'honey', 'peach']",0,France,1636629,Old World
https://www.vivino.com/US/en/belle-glos-oeil-de-perdrix-pinot-noir-blanc-rose/w/1257594?srsltid=AfmBOoqW7dKa4P5OWyEprMIN0JbQqVrQ6h8-oyCldeo9foonutL63MQc,"Rosé of Pinot Noir, Belle Glos ""Oeil De Perdrix""",Primrose Path,14,31.49,Belle Glos,,Californian Rosé,Yorkville Highlands,Pinot Noir,13.1,2.27,0.00,3.41,"['red_fruit', 'citrus_fruit', 'tree_fruit']","['Shellfish', 'Spicy food', 'Appetizers and snacks', 'Fruity desserts', 'Aperitif']",4,Rosé wine,3.02,"['strawberry', 'watermelon', 'raspberry', 'citrus', 'minerals']",0,United States,1257594,US Non-Texas
https://www.vivino.com/US/en/domaine-chignard-fleurie-les-moriers/w/1111790?srsltid=AfmBOooSWBvYHabPXiyC2rXG209kBD30G-J2r_CZhI9qBdPrlGAMZn78,"Fleurie, Domaine Chignard ""Les Moriers""",Primrose Path,18,33.13,Domaine Chignard,,Beaujolais Red,Fleurie,Gamay,12.5,1.42,2.02,4.67,"['red_fruit', 'earth', 'black_fruit']","['Veal', 'Pork', 'Poultry', 'Pasta', 'Cured Meat']",4,Red wine,1.53,"['strawberry', 'raspberry', 'red fruit', 'cranberry', 'earthy']",0,France,1111790,Old World
https://www.vivino.com/US/en/schafer-pinot-noir/w/10234048?srsltid=AfmBOopjM9c3lGuwXx9e133Pt3mqLhWJ3-Itz4XHXSRw_coOCszJkJiy,"Pinot Noir, Volker Schäfer",Primrose Path,16,16.99,Schäfer,,German Spätburgunder,Rheinhessen,Pinot Noir,13.5,1.00,1.98,4.50,"['earth', 'red_fruit', 'tree_fruit']","['Beef', 'Veal', 'Poultry', 'Game (deer, venison)']",4,Red wine,1.00,"['leather', 'stone', 'cherry', 'stone fruit']",0,Germany,10234048,Old World
https://www.vivino.com/US/en/cantina-zaccagnini-il-vino-dal-tralcetto-montepulciano-d-abruzzo/w/1633194?srsltid=AfmBOoqD_fKIm5Q0rDYdg1xBbRlGxXZfDcshBAo24CirgDv0mUEMGMrT,"Montepulciano d'Abruzzo, Cantina Zaccagnini",Primrose Path,14,23.56,Cantina Zaccagnini,,Italian Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Montepulciano,13,1.41,2.89,3.88,"['oak', 'red_fruit', 'black_fruit']","['Beef', 'Veal', 'Pork', 'Pasta']",3.5,Red wine,2.66,"['oak', 'vanilla', 'cherry', 'plum', 'earthy']",0,Italy,1633194,Old World
https://www.vivino.com/US/en/renieri-rosso-di-montalcino/w/23241?srsltid=AfmBOoq2A2McOfllL4h1Y63HehK_0mObCQ4rG3Y1s-IVJptuHDVGovKj,"Rosso di Montalcino, Renieri",Primrose Path,12,22.9,Renieri,,Tuscan Red,Rosso di Montalcino,Sangiovese,13.5,1.37,3.05,3.23,"['red_fruit', 'earth', 'oak']","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",4,Red wine,3.06,"['cherry', 'red fruit', 'earthy', 'leather', 'oak']",0,Italy,23241,Old World
https://www.vivino.com/US/en/piattelli-malbec-reserve/w/3003736?srsltid=AfmBOor5WdG2nJg2yhnIy0HyyRz2ET2JD3hA1YwZtAAFLuFaTWKB9hdQ,"Malbec, Piatelli ""Reserve""",Primrose Path,12,15.99,Piattelli,,Argentinian Salta Malbec Red,Cafayate Valley,Malbec,14,2.24,2.84,2.85,"['black_fruit', 'oak', 'earth']","['Beef', 'Lamb']",4,Red wine,3.83,"['plum', 'blackberry', 'oak', 'chocolate', 'leather']",0,Argentina,3003736,New World
https://www.vivino.com/US/en/alma-negra-m-blend/w/1128831?srsltid=AfmBOooeBGEkSRR_xfnDgNCy_S5QTkfZydhKeFFjTCrbo84pMWsJ30bo,"Malbec Blend, Alma Negra ""M.""",Primrose Path,16,25.26,Alma Negra,,Argentinian Malbec Red Blend,Mendoza,"['Bonarda', 'Malbec']",13.5,2.52,2.83,3.35,"['oak', 'black_fruit', 'non_oak']","['Beef', 'Lamb', 'Pork', 'Poultry', 'Mushrooms', 'Blue cheese']",4,Red wine,3.89,"['chocolate', 'oak', 'vanilla', 'blackberry', 'plum']",0,Argentina,1128831,New World
https://www.vivino.com/US/en/ramirez-crianza/w/1726555?srsltid=AfmBOoqE9F_uHNO4eS8xfv8kB926asQXtiyUWVwNrvxHyGKBlmWTsLm3,"Rioja Tempranillo, Ramirez de la Piscina ""Crianza""",Primrose Path,14,14.99,Ramirez de la Piscina,,Spanish Rioja Red,Rioja,Tempranillo,13,1.53,3.72,3.77,"['oak', 'black_fruit', 'earth']","['Beef', 'Lamb', 'Veal', 'Poultry']",3.9,Red wine,3.88,"['oak', 'vanilla', 'blackberry', 'leather', 'cherry']",0,Spain,1726555,Old World
https://www.vivino.com/US/en/coster-dels-olivers-tinto/w/9797562?srsltid=AfmBOorIHOsSAqyuqtdWn9kwsp7DwLku9k3lfNks7WQY88kr38eQoKxg,"Carinyena Blend, Coster dels Olivers",Primrose Path,14,20.99,Coster dels Olivers,,Spanish Priorat Red,Priorat,"['Grenache', 'Carignan']",14.5,1.43,3.15,3.59,"['oak', 'earth', 'black_fruit']","['Beef', 'Lamb', 'Poultry', 'Game (deer, venison)']",4,Red wine,4.84,"['oak', 'tobacco', 'leather', 'earthy', 'blackberry']",0,Spain,9797562,Old World
https://www.vivino.com/US/en/serial-cabernet-sauvignon/w/8175943?srsltid=AfmBOooP03pwR3OixKFVKX7r8HgLH3ROoZogNxauuhwtao18THaa7h2g,"Cabernet Sauvignon Blend, Serial Wines ""XXVI""",Primrose Path,14,29.95,Serial,,Californian Paso Robles Cabernet Sauvignon Red,Paso Robles,Cabernet Sauvignon,14.5,1.77,3.39,3.17,"['oak', 'black_fruit', 'earth']","['Beef', 'Lamb', 'Game (deer, venison)']",4.0,Red wine,4.57,"['oak', 'vanilla', 'dark fruit', 'leather', 'cherry']",0,United States,8175943,US Non-Texas
https://www.vivino.com/US/en/daou-cabernet-sauvignon/w/4120183?srsltid=AfmBOoqliM1C5QP66KEIL7zIOoFbzcfuEC42Bh-i7IpHpZfC-CxKizEn,"Cabernet Sauvignon, DAOU Vineyards",Primrose Path,18,25.61,DAOU,,Californian Paso Robles Cabernet Sauvignon Red,Paso Robles,Cabernet Sauvignon,14.5,1.77,3.32,3.00,"['oak', 'black_fruit', 'red_fruit']","['Beef', 'Lamb', 'Game (deer, venison)']",4.5,Red wine,4.70,"['oak', 'vanilla', 'blackberry', 'plum', 'cherry']",0,United States,4120183,US Non-Texas
https://www.vivino.com/US/en/es-poema-cava-extra-dry/w/1969593?srsltid=AfmBOorg7W0SfOMnqlNbpgUhOPkDhVgRug0r44ruRjW5F-6RIuv5zu9B,Poema Extra-Dry,Christopher's,11,17.84,Poema,,Spanish Cava,Cava,"['Macabeo', 'Xarel-lo']",11.5,0.00,0.00,3.63,"['tree_fruit', 'citrus_fruit', 'non_oak']","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Aperitif', 'Cured Meat']",4,Sparkling wine,2.72,"['green apple', 'apple', 'pear', 'lemon', 'nutty']",3.9597828,Spain,1969593,Old World
https://www.vivino.com/US/en/bartenura-moscato-d-asti/w/7337408?year=2023&price_id=36109476&bottle_count=1&srsltid=AfmBOorRYe5A8WG9z8Ajo5d5R743sEgr7iognZZbl5BtrigbGt3lPckF,Bartenura Moscato d’Asti 2023,Christopher's,12,19.76,Bartenura,2023,Italian Moscato d'Asti,Moscato d'Asti,Moscato,5.5,0.00,0.00,2.66,"['tree_fruit', 'earth', 'citrus_fruit']","['Fruity desserts', 'Aperitif', 'Sweet desserts']",4,Sparkling wine,2.69,"['peach', 'pear', 'apple', 'melon', 'honey']",1.1271003,Italy,7337408,Old World
https://www.vivino.com/US/en/cave-de-lugny-macon-lugny-les-charmes/w/1228570?year=2021&price_id=31824629&srsltid=AfmBOorKNL6VcNypc080g1oyo8eQSJ-5JT32L0mhSia3AFUk_o8bSybT,Les Charmes Macon-Lugny Chardonnay 2021,Christopher's,13,18.47,Cave de Lugny,2021,Burgundy Mâconnais White,Mâcon-Lugny,Chardonnay,13,1.34,0.00,2.92,"['tree_fruit', 'oak', 'microbio']","['Vegetarian', 'Pasta', 'Cured Meat']",4,White wine,3.01,"['apple', 'butter', 'oak', 'citrus', 'minerals']",0,France,1228570,Old World
https://www.vivino.com/US/en/j-vineyards-chardonnay/w/1525059?year=2022&price_id=34863655&bottle_count=1&srsltid=AfmBOop_GGmgjZqSdanEbCguI-TMlqfmyTfZb9MlGLYZ-UxHsgv4434_,J Vineyards Chardonnay 2022,Christopher's,14,36.79,J Vineyards,2022,Californian Russian River Valley Chardonnay White,Russian River Valley,Chardonnay,13.5,2.70,0.00,3.19,"['oak', 'tree_fruit', 'microbio']","['Pork', 'Vegetarian', 'Poultry']",4,White wine,4.77,"['oak', 'butter', 'vanilla', 'apple', 'cream']",0,United States,1525059,US Non-Texas
https://www.vivino.com/US/en/us-justin-sauvignon-blanc/w/84172?year=2023&price_id=38112420,Justin Sauvignon Blanc 2023,Christopher's,12,19.99,Justin,2023,Californian Sauvignon Blanc,Paso Robles,Sauvignon Blanc,13.5,1.34,0.00,4.00,"['citrus_fruit', 'tree_fruit', 'tropical_fruit']","['Shellfish', 'Vegetarian', ""Goat's Milk Cheese""]",4,White wine,2.92,"['citrus', 'grapefruit', 'lemon', 'apple', 'pear']",0,United States,84172,US Non-Texas
https://www.vivino.com/US/en/maison-no-9-rose/w/8357660?year=2022,Maison No. 9 Rose 2022,Christopher's,11,21.03,Maison No. 9,2022,French Rosé,Vin de France,Grenache,13,1.58,0.00,3.81,"['red_fruit', 'tree_fruit', 'citrus_fruit']","['Shellfish', 'Vegetarian', 'Rich fish (salmon, tuna etc)', 'Lean fish', 'Mild and soft cheese']",4,Rosé wine,2.52,"['strawberry', 'watermelon', 'peach', 'melon', 'citrus']",0,France,8357660,Old World
https://www.vivino.com/US/en/barone-fini-pinot-grigio-valdadige/w/1150128?year=2023&price_id=36616034&bottle_count=1&srsltid=AfmBOorOSvuksaM8u5UUXSNELH1075SIS72I7eUMYaQLpDjjHRLHo-mi,Barone Fini Pinot Grigio 2023,Christopher's,12,18.89,Barone Fini,2023,Northern Italy Pinot Grigio,Valdadige,Pinot Grigio,12.5,1.72,0.00,3.01,"['tree_fruit', 'citrus_fruit', 'earth']","['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",4,White wine,2.95,"['pear', 'green apple', 'apple', 'citrus', 'lemon']",0,Italy,1150128,Old World
https://www.vivino.com/CA/en/weingut-dr-hermann-rotschiefer-riesling-trocken/w/12620006?year=2023&srsltid=AfmBOoohLduWMCgxkSa4vjA5k7zbGRP4QuC4xo8XcEmUqq8qv6pJthD2,Dr. Hermann Riesling 2023,Christopher's,13,25,Dr. Hermann,2023,German Riesling,Mosel,Riesling,11.5,2.14,0.00,3.87,"['citrus_fruit', 'floral', 'tree_fruit']","['Pork', 'Shellfish', 'Poultry', 'Spicy food', 'Cured Meat']",3.8,White wine,2.71,"['lime', 'lemon', 'green apple', 'honeydew melon', 'pear']",0,Germany,12620006,Old World
https://www.vivino.com/MC/en/the-prisoner-unshackled-cabernet-sauvignon/w/7711802?year=2022&srsltid=AfmBOoreVzH_03n4vdy2nbPBnIzqGULCNAQcErm7oZWOcrEQ00OUhbR2,Unshackled Cabernet Sauvignon 2022,Christopher's,15,25,The Prisoner,2022,Californian Cabernet Sauvignon,California,Cabernet Sauvignon,14,1.82,3.25,2.98,"['oak', 'black_fruit', 'non_oak']","['Beef', 'Lamb', 'Poultry', 'Game (deer, venison)']",4.1,Red wine,4.57,"['oak', 'vanilla', 'plum', 'blackberry', 'cherry']",0,United States,7711802,US Non-Texas
https://www.vivino.com/MC/en/us-justin-cabernet-sauvignon/w/3462?year=2021&srsltid=AfmBOopGx_un3dKV_tueFPttbXs0BZVXoiA_kBdTXX1e_l48bz2MN532,Justin Cabernet Sauvignon 2021,Christopher's,17,35,Justin,2021,Californian Paso Robles Cabernet Sauvignon Red,Paso Robles,Cabernet Sauvignon,15,1.67,3.27,2.99,"['oak', 'black_fruit', 'red_fruit']","['Beef', 'Lamb', 'Game (deer, venison)']",4,Red wine,4.75,"['oak', 'vanilla', 'blackberry', 'plum', 'cherry']",0,United States,3462,US Non-Texas
https://www.vivino.com/US/en/ghost-pines-merlot/w/84010?year=2021&price_id=37518672,Ghost Pines Merlot 2021,Christopher's,13,27.54,Ghost Pines,2021,Californian Merlot,North Coast,Merlot,13,1.96,2.13,1.71,"['oak', 'black_fruit', 'red_fruit']","['Beef', 'Lamb', 'Veal']",4,Red wine,4.00,"['oak', 'chocolate', 'vanilla', 'black cherry', 'cherry']",0,United States,84010,US Non-Texas
https://www.vivino.com/US/en/banshee-wines-anderson-valley-pinot-noir/w/11078666?srsltid=AfmBOoqVTDaB2Mq5ljdbeAOP1omjCd1hauS-b1_L3jRUiWzcUmFBh75u&year=2022,Banshee Pinot Noir 2022,Christopher's,15,75.0,Banshee Wines,2022,Californian Anderson Valley Pinot Noir Red,Anderson Valley,Pinot Noir,13,1.00,2.00,3.50,"['spices', 'microbio', 'floral']","['Veal', 'Pork', 'Poultry', 'Mushrooms']",4.1,Red wine,3.00,"['savory', 'cheese']",0,United States,11078666,US Non-Texas
https://www.vivino.com/US/en/fort-lignac-haut-medoc/w/1268316?year=2017,Château Fort-Lignac 2017,Christopher's,16,16.99,Château Fort-Lignac,2017,Bordeaux Haut-Médoc Red,Haut-Médoc,"['Cabernet Sauvignon', 'Cabernet Franc']",13,1.16,4.43,4.18,"['oak', 'earth', 'red_fruit']","['Beef', 'Lamb', 'Game (deer, venison)']",3.6,Red wine,4.33,"['oak', 'tobacco', 'earthy', 'leather', 'cherry']",0,France,1268316,Old World
https://www.vivino.com/US/en/tenuta-castiglioni-chianti/w/21002?year=2022&price_id=35383859&srsltid=AfmBOoqN1SDW6ydUNsnH9tP-1BYuzkAaVc0QrROggGi9hMEjGxC2ViFE,Castiglioni 2022,Christopher's,13,22.56,Tenuta Castiglioni,2022,Italian Chianti,Chianti,['Merlot'],13,1.43,3.46,3.80,"['red_fruit', 'oak', 'black_fruit']","['Beef', 'Veal', 'Poultry']",4,Red wine,2.99,"['cherry', 'red fruit', 'strawberry', 'oak', 'plum']",0,Italy,21002,Old World
https://www.vivino.com/US/en/alamos-seleccion-malbec/w/1890?year=2022&price_id=37212898&bottle_count=1&srsltid=AfmBOop7vt6a5aKlfMJcjHu67smkvAJSJsWToJUAZcg8XWG47Q0YCtdH,Alamos Selección Malbec 2022,Christopher's,13,23.95,Alamos,2022,Argentinian Mendoza Malbec Red,Mendoza,Malbec,13.5,2.00,2.32,2.71,"['black_fruit', 'oak', 'earth']","['Beef', 'Lamb', 'Pork']",4,Red wine,3.83,"['plum', 'blackberry', 'dark fruit', 'oak', 'cherry']",0,Argentina,1890,New World
